"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"bali walking hiking","3.7","6","Jl. Tukad Badung IX No.9","Kota Denpasar","Bali","ID","http://www.baliwalkinghiking.com/","+62 878-6055-7000","Penyelenggara Perjalanan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bali%20walking%20hiking&query_place_id=ChIJF3krWCdB0i0Rl3qix6g3U7c","Penyelenggara Perjalanan"
"EVEUSS River Waterfall Retreat - Twin Room with Private Bathroom",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/69499e665c042e01baccce58?dest=bkng&cat=Villa&lat=-8.5428&lng=115.25117&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EVEUSS%20River%20Waterfall%20Retreat%20-%20Twin%20Room%20with%20Private%20Bathroom&query_place_id=ChIJFdudCrk90i0ReoR8C3bhLhA","Penginapan"
"Uluwatu Canyon","5","1","539P+R27, Jl. Raya Uluwatu Pecatu","Kabupaten Badung","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Uluwatu%20Canyon&query_place_id=ChIJ189HVgBR0i0R0G4NdVRQYuU","Titik Pemandangan"
"Sunset Point (Bukit Tumpeng View)","4.8","32","GWRV+8FC Br. Bukit Tumpeng","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sunset%20Point%20(Bukit%20Tumpeng%20View)&query_place_id=ChIJl29qceMt0i0Rd0P6kwWiMuA","Titik Pemandangan"
"The Hidden Waterfall of Pangkung Bengkel","4.7","70","KTH AMERTA SARI Banjar","Kabupaten Tabanan","Bali","ID",,"+62 831-1670-3999","Titik Pemandangan","Area Mendaki","Tujuan Wisata","Pusat Informasi Pariwisata",,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Hidden%20Waterfall%20of%20Pangkung%20Bengkel&query_place_id=ChIJ7UJQ6Kot0i0R67SjwvZ8QMw","Titik Pemandangan"
"Pantai Petangahan Cove",,,"GW3R+QH","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Petangahan%20Cove&query_place_id=ChIJrYA0TAAt0i0R03dH-xecVhM","Titik Pemandangan"
"Kelapa Beach Cove",,,"HR6J+M7","Kabupaten Jembrana","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kelapa%20Beach%20Cove&query_place_id=ChIJbSR_VgDT0y0R-qoDyOa-Fzw","Titik Pemandangan"
"Sunset Point, Coffee shop (KAK OMAN)","4.9","31",,"Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan","Kafe","Kafetaria","Restoran","Tujuan Wisata","Perkumpulan kaum muda",,,,,"https://www.google.com/maps/search/?api=1&query=Sunset%20Point%2C%20Coffee%20shop%20(KAK%20OMAN)&query_place_id=ChIJ4S_H_68t0i0RvBTsxxo8bPQ","Titik Pemandangan"
"Pantai Bonian Cove","1","1","FXJH+3H","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Bonian%20Cove&query_place_id=ChIJ10HrfAAz0i0RsYyYGjB2SOc","Titik Pemandangan"
"Kelapa Beach","5","38","HR7J+W8G, Jl. Ngurah Rai","Kabupaten Jembrana","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kelapa%20Beach&query_place_id=ChIJc-yHvIfT0y0R7v4yY7iJ5NE","Tujuan Wisata"
"Heart viewpoint","4.6","40","539P+3M5, Unnamed Road","Kabupaten Badung","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Heart%20viewpoint&query_place_id=ChIJIRMfYI1R0i0RpuATSq7EvMo","Titik Pemandangan"
"Balian Beach Cove",,,"FXV7+72","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Balian%20Beach%20Cove&query_place_id=ChIJAczjQAAz0i0R91wdMSYOIFI","Titik Pemandangan"
"Singing Sade Waterfall","4.6","93",,"Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Singing%20Sade%20Waterfall&query_place_id=ChIJTzWrrT4p0i0RDbqZTimKsfE","Titik Pemandangan"
"Pantai Soan Galuh Cove",,,"FXQC+MM","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Soan%20Galuh%20Cove&query_place_id=ChIJLXBLEgAz0i0Rrs6_opBOMo0","Titik Pemandangan"
"Tiying Gading Terraced Rice Fields","4.5","31","G2PF+288 Bar","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tiying%20Gading%20Terraced%20Rice%20Fields&query_place_id=ChIJyag9Gl4u0i0R5qSPAxN3hvQ","Titik Pemandangan"
"Pondok tengah sawah","5","1","F2Q6+5FJ Br. Dinas Bade Gede","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pondok%20tengah%20sawah&query_place_id=ChIJWRmAHwAx0i0RkWE82lzKFIM","Titik Pemandangan"
"Tegallalang Rice Terrace","4.4","53012","Jl. Raya Tegallalang","Kabupaten Gianyar","Bali","ID",,"","Titik Pemandangan","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tegallalang%20Rice%20Terrace&query_place_id=ChIJ4wD5Iwsi0i0R7QRsOGmJGo0","Titik Pemandangan"
"Air terjun singsing tenget","5","1","HX4X+MJ4, Unnamed Road","Kabupaten Tabanan","Bali","ID",,"+62 819-9932-2355","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Air%20terjun%20singsing%20tenget&query_place_id=ChIJPdoxiy4t0i0RJeoeB-SKBW8","Titik Pemandangan"
"Bhalance Hotel Retreat","4.6","129","Jl. Yeh Malet","Kabupaten Karangasem","Bali","ID","http://www.bhalancehotelretreat.com/","+62 821-4409-5034","Hotel Resor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bhalance%20Hotel%20Retreat&query_place_id=ChIJe7KZo1wP0i0RVXSHrcRll40","Hotel Resor"
"Pantai Antap Cove",,,"FX4W+FC","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Antap%20Cove&query_place_id=ChIJkzGjMwAz0i0RPwaG5EncpJc","Titik Pemandangan"
"Pantai Kelecung Cove","4","4","C2W5+WW","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kelecung%20Cove&query_place_id=ChIJMQy5bAAx0i0RGKXsEHXnbFA","Titik Pemandangan"
"Pantai Abian Kapas Cove","5","1","C2PG+QR","Kabupaten Tabanan","Bali","ID",,"","Titik Pemandangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Abian%20Kapas%20Cove&query_place_id=ChIJyX2bVQAx0i0R33g2K5L8jCE","Titik Pemandangan"
"Hutan KHDTK Nusa Penida","3.2","6","7H5R+9WP, Suana-Pajukutan Road","Kabupaten Klungkung","Bali","ID",,"","Hutan Nasional",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hutan%20KHDTK%20Nusa%20Penida&query_place_id=ChIJs_tKFRN30i0R8nLkt30HoTI","Hutan Nasional"
"Friends of the National Parks Foundation","4.9","30","8G89+CGW","Kabupaten Klungkung","Bali","ID","http://www.fnpf.org/","","Organisasi Nonprofit","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Friends%20of%20the%20National%20Parks%20Foundation&query_place_id=ChIJFWdbmExy0i0RSKPLpmvHpr8","Organisasi Nonprofit"
"Klicung","5","1","6FVQ+CVV, Desa Pakraman Sebuluh","Kabupaten Klungkung","Bali","ID",,"","Hutan Nasional",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klicung&query_place_id=ChIJV1vnCA1x0i0RFNf_yXc1HVE","Hutan Nasional"
"Newman Snorkeling Trip","5","23","Banjar Kelod","Denpasar","Bali","ID","http://www.newmansnorklingtrip.com/","+62 812-4653-2638","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Newman%20Snorkeling%20Trip&query_place_id=ChIJj8TYzXZt0i0Rt3-PqZ4yAHk","Area Rekreasi Alam"
"Bukit Buah (BB)","5","1","7GP8+36V","Kabupaten Klungkung","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bukit%20Buah%20(BB)&query_place_id=ChIJDaVGoolx0i0RKcPgd-Klv60","Area Rekreasi Alam"
"Pantai Sental Nusa Penida","4.5","26","Jln","Kabupaten Klungkung","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Sental%20Nusa%20Penida&query_place_id=ChIJvc2bAZxz0i0RfGB21pJnuqY","Area Rekreasi Alam"
"Lebah",,,,"Kabupaten Klungkung","Bali","ID",,"","Hutan Nasional",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lebah&query_place_id=ChIJXd-A_Ylx0i0RukZ6ZqLNSUo","Hutan Nasional"
"Tukad Suara",,,"7HH8+F2P","Kabupaten Klungkung","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tukad%20Suara&query_place_id=ChIJEfwUMABx0i0RDEp5ZJftpp0","Area Rekreasi Alam"
"Gunung Sari, Babung","5","1",,"Kabupaten Klungkung","Bali","ID",,"","Hutan Nasional",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gunung%20Sari%2C%20Babung&query_place_id=ChIJo__AulYR0i0RFyXkIEbXl-o","Hutan Nasional"
"Abian Babung",,,"FC6M+JF, Jl. Babung Kangin","Kabupaten Klungkung","Bali","ID",,"","Hutan Nasional",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Abian%20Babung&query_place_id=ChIJWWbmSAAR0i0RoqV09sMVVSo","Hutan Nasional"
"Area Dilarang Berburu","5","1","F7FQ+69M","Kabupaten Gianyar","Bali","ID",,"+62 878-6263-4471","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Area%20Dilarang%20Berburu&query_place_id=ChIJJ4rV3ysX0i0RuV8poH9fQXA","Area Rekreasi Alam"
"Pura Goa Lawah","4.6","6306","CFX9+9GG, Jl. Raya Goa Lawah","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata","Pura",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Goa%20Lawah&query_place_id=ChIJqbgnKwAS0i0RrRoZYjFw2WQ","Tujuan Wisata"
"Mr,Nobody Snorkling trips and Activities","5","21","Dusun kaja desa","Kabupaten Klungkung","Bali","ID",,"+62 812-3895-0084","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr%2CNobody%20Snorkling%20trips%20and%20Activities&query_place_id=ChIJO6rJk1dt0i0Rh5FeQ3l50Bw","Tujuan Wisata"
"Tarpon Fly Fishing","4.4","61","76JJ+X5Q, jl.segara Jl. Pemelisan","Kota Denpasar","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tarpon%20Fly%20Fishing&query_place_id=ChIJdcNDK3dB0i0RyrlcU4Qd21Q","Area Rekreasi Alam"
"Nusa Gede","4.7","1348","56XP+3CF, Pulau Peninsula Nusa Dua, Nusa Dua, Jl. Pantai Mengiat","Kabupaten Badung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nusa%20Gede&query_place_id=ChIJM51wq9dC0i0RktOawQYW3jk","Tujuan Wisata"
"Kawasan Hutan Tahura Ngurah Rai","4.2","30","66H9+Q33","Kabupaten Badung","Bali","ID",,"+62 361 224517","Hutan Nasional",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kawasan%20Hutan%20Tahura%20Ngurah%20Rai&query_place_id=ChIJkQfluqBD0i0RzXYo_39RY9c","Hutan Nasional"
"Taman Laut Tanjung Benoa","4.2","5","66VG+6VV",,"Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taman%20Laut%20Tanjung%20Benoa&query_place_id=ChIJ0b--W5FD0i0RfELY7Gw2n1w","Area Rekreasi Alam"
"Keramba Wayan Apel","4.3","179","76JR+Q7W, Gg. Kuda Laut","Kota Denpasar","Bali","ID",,"+62 813-5319-8916","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Keramba%20Wayan%20Apel&query_place_id=ChIJ1fCSwJxB0i0RicbVkuPcdk0","Area Rekreasi Alam"
"Rove Garden","4.9","17","Jl. Bali Eksotik No.9","Kota Denpasar","Bali","ID","http://linktr.ee/rovegarden.id","+62 812-2525-3949","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rove%20Garden&query_place_id=ChIJJSBNqD1B0i0RwELR-KiPoxs","Area Rekreasi Alam"
"Bali Fantasi Benoa Bay (Turtle park)","4.1","703","Gg. Setra Ganda Mayu 3","Kabupaten Badung","Bali","ID",,"","Tujuan Wisata","Pusat Rekreasi","Kebun Binatang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Fantasi%20Benoa%20Bay%20(Turtle%20park)&query_place_id=ChIJ9w3MsqND0i0RgM-3fKpK9oE","Tujuan Wisata"
"Sungai Mandi","5","1","Jl. Tjampuhan Timur IV Perumahan Taman Nuansa Tjampuhan No.5","Kabupaten Gianyar","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sungai%20Mandi&query_place_id=ChIJe1lUmwMV0i0R6Jx7OSJf3OY","Area Rekreasi Alam"
"Monumen Bajra Sandhi","4.6","15722","86HJ+9X5, Jl. Raya Puputan No.142","Kota Denpasar","Bali","ID",,"+62 361 264517","Tujuan Wisata","Monumen",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Monumen%20Bajra%20Sandhi&query_place_id=ChIJL626sPVA0i0RLJoATqtQcfY","Tujuan Wisata"
"Peresak sidekaryr",,,"76VM+69C","Kota Denpasar","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Peresak%20sidekaryr&query_place_id=ChIJ5d6kYZpB0i0RQC5c8kcaVcU","Area Rekreasi Alam"
"Penangkaran Penyu Bali Fantasi Benoa Bay","4.5","28","Jalan Setragandamayu, lll nomer No.4","Kabupaten Badung","Bali","ID",,"+62 838-6969-4131","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Penangkaran%20Penyu%20Bali%20Fantasi%20Benoa%20Bay&query_place_id=ChIJEx9JoIRD0i0RMwDgIyxSmCQ","Area Rekreasi Alam"
"Sawah Dauh Pekandelan Subak Intaran Barat",,,,"Kota Denpasar","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sawah%20Dauh%20Pekandelan%20Subak%20Intaran%20Barat&query_place_id=ChIJzfya9ZhB0i0RycbIwQdzSi8","Area Rekreasi Alam"
"TRIPS BALI","4.9","31","Jl. Tukad Pancoran IV H No.23a","Kota Denpasar","Bali","ID","https://tripsbali.com/","+62 822-6955-0202","Pusat Informasi Pariwisata","Area Rekreasi Alam","Rafting","Pusat Rekreasi",,,,,,,"https://www.google.com/maps/search/?api=1&query=TRIPS%20BALI&query_place_id=ChIJWW89pduD0S0R0lYEWzPyjIE","Pusat Informasi Pariwisata"
"Istana Taman Jepun | Bali Frangipani Palace","4.6","1022","Jl. Hayam Wuruk Tanjung Bungkak No.104H","Kota Denpasar","Bali","ID","http://www.istanatamanjepun.com/","+62 361 4745534","Tempat acara","Taman","Area Rekreasi Alam","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Istana%20Taman%20Jepun%20%7C%20Bali%20Frangipani%20Palace&query_place_id=ChIJMx3oTmdA0i0RTV-ppfo1r7Y","Tempat acara"
"Sungai Asik",,,"Jl. Tjampuhan Timur IV Perumahan Taman Nuansa Tjampuhan No.5","Kabupaten Gianyar","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sungai%20Asik&query_place_id=ChIJNRPEdPoV0i0Rpx7MVDipL1E","Area Rekreasi Alam"
"Wisata blumbungan","3","7","C6P7+RFV","Kabupaten Badung","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wisata%20blumbungan&query_place_id=ChIJK5_kOak90i0RPqCGDhLmKLQ","Area Rekreasi Alam"
"Bharajaya Water Sport","4.8","400","Jl. Segara Kerthi No.01","Kabupaten Badung","Bali","ID",,"+62 878-6594-4566","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bharajaya%20Water%20Sport&query_place_id=ChIJTVjQAwFD0i0RAmqodtl_b28","Tujuan Wisata"
"Monumen Tonggak Sejarah Perjuangan","5","1","FF64+5FH, Jl. Banjar Pangi","Kabupaten Klungkung","Bali","ID",,"","Bangunan Bersejarah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Monumen%20Tonggak%20Sejarah%20Perjuangan&query_place_id=ChIJMUS2ScYR0i0R6IzTQWppDkU","Bangunan Bersejarah"
"Big Tree","4.9","23","8C5R+X3J, Unnamed Road","Kabupaten Klungkung","Bali","ID",,"","Bangunan Bersejarah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20Tree&query_place_id=ChIJv-fcKoBt0i0ReSKukjbjYcE","Bangunan Bersejarah"
"Jeroan Kanginan",,,"Jl. Yudistira No.4","Kabupaten Klungkung","Bali","ID",,"","Bangunan Bersejarah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jeroan%20Kanginan&query_place_id=ChIJG1nVOgAR0i0R-taIhDrhdN0","Bangunan Bersejarah"
"Fishing Bay","5","6","7CQR+H7","Kabupaten Klungkung","Bali","ID",,"","Bangunan Bersejarah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fishing%20Bay&query_place_id=ChIJvYuuCABt0i0R5PPIjlrEAVs","Bangunan Bersejarah"
"Bali Banana Garden","5","3","C9H7+7WJ, Jl. Prof. Dr. Ida Bagus Mantra","Kabupaten Gianyar","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Banana%20Garden&query_place_id=ChIJ44cj0p4V0i0RmF3e4BBO5bg","Tujuan Wisata"
"Bali ATV Explore Ubud","5","5","IV, Blok H No, Jl. Tukad Pancoran No.23a","Kota Denpasar","Bali","ID","https://bali-atv.com/","+62 895-2999-1154","Pusat Olahraga Petualangan","Area Rekreasi Alam","Pusat Rekreasi","Layanan Transportasi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20ATV%20Explore%20Ubud&query_place_id=ChIJs_diXGJB0i0RjIFu7F2t7GA","Pusat Olahraga Petualangan"
"Pantai Sanur","4.6","2430","Jalan Cemara","Kota Denpasar","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantai%20Sanur&query_place_id=ChIJkxyL4dhB0i0RQ23bDDD-rus","Tujuan Wisata"
"Taman Agung Proklamasi","5","1199","Jl. Tantular Barat No.81","Kota Denpasar","Bali","ID",,"","Taman Peringatan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taman%20Agung%20Proklamasi&query_place_id=ChIJ-dtiTe1A0i0R2y0UYcmKBi4","Taman Peringatan"
"Ketut surfboard rental",,,"Jl. Sarang Burung","Kabupaten Klungkung","Bali","ID",,"+62 813-3853-4461","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ketut%20surfboard%20rental&query_place_id=ChIJQ4eMSK9t0i0RtASSHkgFk3s","Area Rekreasi Alam"
"Museum Bali","4.3","3249","Jl. Mayor Wisnu No.1","Kota Denpasar","Bali","ID","https://www.instagram.com/sahabatmuseumbali","+62 361 222680","Tujuan Wisata","Museum",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Museum%20Bali&query_place_id=ChIJQ608L5pA0i0R2of-ez9pLfM","Tujuan Wisata"
"Taman Makam Pahlawan Kreta Kirttya Mandala","4.3","153","F82C+44V, Jl. Astina Sel.","Kabupaten Gianyar","Bali","ID",,"","Taman","Pemakaman Militer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taman%20Makam%20Pahlawan%20Kreta%20Kirttya%20Mandala&query_place_id=ChIJcSzpe2UW0i0RUemnPFein3Y","Taman"
"LAPANGAN PEGOK","4.5","44","Jl. Raya Sesetan No.73-A","Kota Denpasar","Bali","ID",,"","Lapangan Atletik","Taman",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LAPANGAN%20PEGOK&query_place_id=ChIJm7n2BOFB0i0R54xH-rkX72w","Lapangan Atletik"
"Devil's Tear","4.6","6848","Nusa Lembongan","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Devil's%20Tear&query_place_id=ChIJNXQYfLRt0i0RALc3MIMT6QA","Tujuan Wisata"
"Paluang Cliff","4.6","1619",,"Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Paluang%20Cliff&query_place_id=ChIJEXpDKtVx0i0R5pwEc4IcYU4","Tujuan Wisata"
"Mangrove Point","4.3","1269","Nusa Penida","Kabupaten Klungkung","Bali","ID","https://www.instagram.com/reel/C4hAyrSrGtF/","+62 813-5339-2851","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mangrove%20Point&query_place_id=ChIJufCSjHtt0i0RUDZ6RUZpJ9c","Tujuan Wisata"
"Saren Cliff Point","4.6","221","Jl. Saren 1","Kabupaten Klungkung","Bali","ID",,"+62 853-3841-7232","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Saren%20Cliff%20Point&query_place_id=ChIJSZGd2mtw0i0RUm5xTZ4F_0g","Tujuan Wisata"
"Raja Lima/Rumah Pohon Molenteng Nusa Penida","4.5","2464","6JC8+FQM","Kabupaten Klungkung","Bali","ID","https://www.ubudian.id/page/nusa-penida.html","","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Raja%20Lima%2FRumah%20Pohon%20Molenteng%20Nusa%20Penida&query_place_id=ChIJ419QjYF30i0R_Bn1jT5cVlo","Tujuan Wisata"
"Banah Cliff Point","4.6","494","6FMP+5QC, Unnamed Road","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Banah%20Cliff%20Point&query_place_id=ChIJi2aSnjxw0i0RKCBNk92j_es","Tujuan Wisata"
"Amazing penida trip","4.9","11","Jl. Kec","Kabupaten Klungkung","Bali","ID","https://www.instagram.com/amazingpenidatrip?igsh=MWJpM2w5d285YjczYQ==","+62 853-3800-7676","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amazing%20penida%20trip&query_place_id=ChIJhZYROQBx0i0RUnMGDjNfMhY","Tujuan Wisata"
"Rumah Pohon ""Tree House""","3.9","1650","6JC8+HPW","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Pohon%20%22Tree%20House%22&query_place_id=ChIJLXtm84F30i0RqP1JA2IQyTY","Tujuan Wisata"
"Nusa Penida Exploring Tour","5","2","Jalan Raya","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nusa%20Penida%20Exploring%20Tour&query_place_id=ChIJ2_7LvzJz0i0RwnusAurMYVE","Tujuan Wisata"
"THE MANTA POINT","4.7","432","Jl. Pura Segara Suwehan Hughug","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=THE%20MANTA%20POINT&query_place_id=ChIJbyzgRnV70i0RCi7IEe5kses","Tujuan Wisata"
"Penida Explore (Tour & Activity)","5","2","Pantai Kelingking, Dusun Pandek, Desa Adat","Kabupaten Klungkung","Bali","ID","https://www.penidaexplore.com/","+62 812-4644-2871","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Penida%20Explore%20(Tour%20%26%20Activity)&query_place_id=ChIJ7zbDArpv0i0RH2hxsR2skds","Tujuan Wisata"
"Turtle Point","3.9","9","7HMV+W63, Jalan Br. Angkal",,,"ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Turtle%20Point&query_place_id=ChIJiZzjZwB30i0R98RMVmHVYKI","Tujuan Wisata"
"Sea&land activity","5","2","8FGR+62P, Jl. Bias Muntig","Kabupaten Klungkung","Bali","ID",,"+62 812-4638-7723","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sea%26land%20activity&query_place_id=ChIJ2TFCfgBz0i0Rjcd7AFV1zCM","Tujuan Wisata"
"Tembeling beach","4.4","153","6GV4+7JX, batumadeg Kelod, Desa","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tembeling%20beach&query_place_id=ChIJTWs4FoJx0i0RfgPBLyVdhns","Tujuan Wisata"
"Manta snorkling","5","1","8F8P+RWW","Kabupaten Klungkung","Bali","ID","https://mantatripsnorkling.com/","+62 859-3368-7624","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Manta%20snorkling&query_place_id=ChIJ_waMKgBz0i0R1sP2lII6J8c","Tujuan Wisata"
"Kelingking sunset view point","4.6","42","6FWG+WPV","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kelingking%20sunset%20view%20point&query_place_id=ChIJyw02VQBx0i0R1AxS4U41_Bg","Tujuan Wisata"
"Snorkeling day","5","2","Jl. Jungutbatu","Kabupaten Klungkung","Bali","ID","http://www.kawansinnlembongan.com/","+62 822-3538-2674","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snorkeling%20day&query_place_id=ChIJBy_vrx1t0i0RMqBJ-If05ho","Tujuan Wisata"
"Snorkeling Spot Toya Pakeh","3","8","8F7M+X7Q","Kabupaten Klungkung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snorkeling%20Spot%20Toya%20Pakeh&query_place_id=ChIJv5pKHldz0i0R9yIfL15dVN8","Tujuan Wisata"
