"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Parkir mason elephant park",,,"J75M+MG4, Jalan Elephant Safari Park Banjar, Jl. Taman Gajah","Kabupaten Gianyar","Bali","ID",,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parkir%20mason%20elephant%20park&query_place_id=ChIJ24sDTQAf0i0RQ8VkTzwLpkg",
"Taman Wana Nature Park",,,"H5RQ+5HV, Jalan Taman Wana","Kabupaten Tabanan","Bali","ID",,"+62 818-352-168","Taman",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taman%20Wana%20Nature%20Park&query_place_id=ChIJC-hn63Jn0S0RZdZy8kG_mDA","Taman"
"Kembengan Sari Waterpark","3.8","101","J656+3PP","Kabupaten Badung","Bali","ID",,"","Taman Rekreasi Air",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kembengan%20Sari%20Waterpark&query_place_id=ChIJmfcezBsh0i0R8WycSGrVxmA","Taman Rekreasi Air"
"pwrAD Park",,,"G5XV+49Q, Jl. Gatotkaca","Kabupaten Badung","Bali","ID",,"","Taman",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=pwrAD%20Park&query_place_id=ChIJhfLPtZ4j0i0RH-PWKXGimm8","Taman"
"Mt Batur Volcano Sunrise kintamani","4.8","27",,"Kabupaten Bangli","Bali","ID",,"","Area Rekreasi Alam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mt%20Batur%20Volcano%20Sunrise%20kintamani&query_place_id=ChIJa22Q6yH30S0RfUeRerw7FiM","Area Rekreasi Alam"
"Petapan park","4.6","76","Br. Petapan Dusun swelagiri Desa Aan Kecamatab","Kabupaten Klungkung","Bali","ID",,"+62 812-3765-584","Rumah Makan","Kafe",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Petapan%20park&query_place_id=ChIJ1UspEygR0i0RVlCo-7t9wn4","Rumah Makan"
"Ay park","5","3","G3XC+72Q","Kabupaten Tabanan","Bali","ID",,"","Taman",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ay%20park&query_place_id=ChIJR1t1CwAv0i0RpXR2SaQG35M","Taman"
"Aloha Ubud Swing","4.7","11876","Jl. Raya Tegallalang","Kabupaten Gianyar","Bali","ID","https://alohaubudswing.com/","+62 819-9933-3462","Taman Hiburan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aloha%20Ubud%20Swing&query_place_id=ChIJpUl7PSsj0i0RnRoc7IiThWU","Taman Hiburan"
"Krisna Campervan Park","4.9","21","RX9P+MF3","Kabupaten Buleleng","Bali","ID",,"","Bumi perkemahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Krisna%20Campervan%20Park&query_place_id=ChIJq6cRUwCd0S0RFYTBn5rN1CA","Bumi perkemahan"
"Bali Moto Park","4.9","167",,"Kabupaten Tabanan","Bali","ID","https://www.balimotopark.com/","+62 812-1591-3473","Pusat Olahraga Petualangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Moto%20Park&query_place_id=ChIJtTTQNeIl0i0Rl7EBTYea9CA","Pusat Olahraga Petualangan"
"Gitgit Waterfall Parking Area","4.3","218",,"Kabupaten Buleleng","Bali","ID","http://www.gitgitwaterfall.com/","+62 877-7254-6517","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gitgit%20Waterfall%20Parking%20Area&query_place_id=ChIJl3n_YbSP0S0RVwYQmp73rkM","Tempat Parkir"
"Bangketan Water Park (BWP)","3.8","10","H8P4+8Q4","Kabupaten Gianyar","Bali","ID",,"+62 819-9902-1224","Kolam Renang",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bangketan%20Water%20Park%20(BWP)&query_place_id=ChIJuSrlhrgY0i0RXSOdIS12e6E","Kolam Renang"
"Batur 1926 Memorial Park",,,"Jalan Raya Batur Kuno","Kabupaten Bangli","Bali","ID","https://www.pusdok.id/","+62 822-9928-2026","Taman Peringatan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batur%201926%20Memorial%20Park&query_place_id=ChIJgyV6U0r10S0RoU1psCzxdFg","Taman Peringatan"
"Laba Penestanan Parking Area",,,"Jl. Penestanan Jl. Penestanan Kelod No.Br","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laba%20Penestanan%20Parking%20Area&query_place_id=ChIJp6EFLAA90i0R8fLVt_0s3nA","Tempat Parkir"
"Gajah biru parking","1","5","F7V2+HGV, Jl. Penestanan","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gajah%20biru%20parking&query_place_id=ChIJyY09XAA90i0RQ7La3mFzess","Tempat Parkir"
"Basangbe Adventure Park","4.7","26","G6X5+MV8, Unnamed Road","Kabupaten Tabanan","Bali","ID",,"","Penginapan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Basangbe%20Adventure%20Park&query_place_id=ChIJrYIgzAoj0i0R2G0jwM2SKmk","Penginapan"
"Nadi Nature Resort - Adults Only - Mountain View Tent",,,,"Kabupaten Tabanan","Bali","ID","https://br.bluepillow.com/search/64861dd37f7e24c1922fef7f?dest=bkng&cat=House&lat=-8.36375&lng=115.16396&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nadi%20Nature%20Resort%20-%20Adults%20Only%20-%20Mountain%20View%20Tent&query_place_id=ChIJr4ZDjBgn0i0RyG-QUCUByDY","Penginapan"
"BESAKIH HOMESTAY - Twin Room with Mountain View",,,,"Kabupaten Karangasem","Bali","ID","https://br.bluepillow.com/search/654cb2173011da1e8b79350a/1093335902?dest=bkng&cat=House&lat=-8.38724&lng=115.44196&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BESAKIH%20HOMESTAY%20-%20Twin%20Room%20with%20Mountain%20View&query_place_id=ChIJt0DsdZwc0i0RrP6ffX4GiHE","Penginapan"
"Batur view Homestay - Loft - Double Room with Mountain View",,,,"Kabupaten Bangli","Bali","ID","https://br.bluepillow.com/search/5d363e63e24da4139855bd44?dest=bkng&cat=House&lat=-8.27962&lng=115.35782&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batur%20view%20Homestay%20-%20Loft%20-%20Double%20Room%20with%20Mountain%20View&query_place_id=ChIJZW8p_sr10S0RbdkkixaNj8w","Penginapan"
"Kebun Raya Eka Karya Bali","4.6","18051","Jl. Kebun Raya","Kabupaten Tabanan","Bali","ID","https://kebunraya.id/bali","+62 368 2033211","Kebun Raya","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kebun%20Raya%20Eka%20Karya%20Bali&query_place_id=ChIJDSEiPAyJ0S0RxX3GamOTQ4k","Kebun Raya"
"Podpadi Design Spaces (Guest Parking)","3.8","4","F7M2+J6G","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Podpadi%20Design%20Spaces%20(Guest%20Parking)&query_place_id=ChIJhWA_jHA90i0RvdjozMRw3vE","Tempat Parkir"
"Bamboo Bounce","5","4","Jl. Empathy No.7","Kabupaten Gianyar","Bali","ID",,"+62 853-3722-7790","Taman bermain","Kafe anak-anak","Klub anak-anak","Perpustakaan Anak-Anak","Penyelenggara aktivitas luar ruangan","Kolam renang luar ruangan","Taman","Kompleks Olahraga",,,"https://www.google.com/maps/search/?api=1&query=Bamboo%20Bounce&query_place_id=ChIJj0Io-lEX0i0Roz4aH0dLYDQ","Taman bermain"
"Pondok Nini Parking Area","5","1","F7VG+5HQ Subak Sekembang, Jl. Gn. Sari Br. Ambengan","Kabupaten Gianyar","Bali","ID",,"","Gedung Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pondok%20Nini%20Parking%20Area&query_place_id=ChIJqdkfOgA90i0RHJYG0r-phb0","Gedung Parkir"
"Park Kos",,,,"Kabupaten Gianyar","Bali","ID",,"+62 812-3935-1842","Rumah Pondokan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Park%20Kos&query_place_id=ChIJxQOIgEYX0i0RcUhz-aGCRiI","Rumah Pondokan"
"Parking 2 Glamor Kintamani","5","2","Jl. Songan","Kabupaten Bangli","Bali","ID",,"+62 812-3799-8578","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parking%202%20Glamor%20Kintamani&query_place_id=ChIJU4CPNjP30S0R6rvLez47t2c","Tempat Parkir"
"Area Parkir TPB Margarana","5","1","G5M6+GW7, Jl. Wisnu Marga","Kabupaten Tabanan","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Area%20Parkir%20TPB%20Margarana&query_place_id=ChIJM5ZIGgAl0i0R0BqftX53k2U","Tempat Parkir"
"Public Parking Tenganan Dauh Tukad Village","5","3","GH97+77V, Br.Dinas Tenganan","Kabupaten Karangasem","Bali","ID",,"","Tempat Parkir Umum",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Public%20Parking%20Tenganan%20Dauh%20Tukad%20Village&query_place_id=ChIJZyhOEosP0i0RMPWHSoZxfIk","Tempat Parkir Umum"
"Batur Water Park Villa","4.2","255","Jl. Pendakian Gn. Batur","Kabupaten Bangli","Bali","ID",,"+62 813-9029-0570","Hotel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batur%20Water%20Park%20Villa&query_place_id=ChIJobH1ZMj30S0RVsDPPk2vLY0","Hotel"
"Kopi Pangeran, Ubud – Parking Lot","5","1","Jl. Penestanan","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Pangeran%2C%20Ubud%20%E2%80%93%20Parking%20Lot&query_place_id=ChIJ-9JY0qk90i0R76Jdb7f1RVk","Tempat Parkir"
"Sepeda Liar Mini Bike Park","5","5","G495+HQ2, Unnamed Road","Kabupaten Tabanan","Bali","ID",,"","Taman Bersepeda",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sepeda%20Liar%20Mini%20Bike%20Park&query_place_id=ChIJ5Rk9fDwl0i0RdkYEcM1uM8o","Taman Bersepeda"
"Parking area gunung kawi sebatu","5","13","H7VV+W7F, Jl pura gunung kawi","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir Umum",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parking%20area%20gunung%20kawi%20sebatu&query_place_id=ChIJZbaiBAAZ0i0Rb8791Ai2fwc","Tempat Parkir Umum"
"Car Park Wood School","5","2","F7JV+W3P, Jl. Raya Dr. Ir. Sukarno","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Car%20Park%20Wood%20School&query_place_id=ChIJkdAsMGkX0i0R80OiwAKQfoo","Tempat Parkir"
"Bangli Skatepark","4.9","13","Jl. Lettu Lila No.9","Kabupaten Bangli","Bali","ID",,"","Taman bermain papan seluncur",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bangli%20Skatepark&query_place_id=ChIJhwqUsQQZ0i0R_PiRKDowjk0","Taman bermain papan seluncur"
"Car Park Amandari Resort Bali","1","1","Amandari Resort Bali, JL. Raya Kedewatan, Kedewatan, 80571 Bali, Indonesia","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Car%20Park%20Amandari%20Resort%20Bali&query_place_id=ChIJ9YA_1iw90i0RruiL-W3hprs","Tempat Parkir"
"Batur Organic Park",,,,"Kabupaten Bangli","Bali","ID",,"+62 813-3852-2005","Kebun Buah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batur%20Organic%20Park&query_place_id=ChIJ41bsSUDz0S0RoLS1Eb05omg","Kebun Buah"
"Ray is garden park",,,"QCH4+P8 SunRay’s paradise","Kabupaten Bangli","Bali","ID",,"","Bumi perkemahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ray%20is%20garden%20park&query_place_id=ChIJJU_VKu_x0S0Rzb803fb9PTg","Bumi perkemahan"
"Ulundanu parking lot",,,"G2RW+5JH","Kabupaten Tabanan","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ulundanu%20parking%20lot&query_place_id=ChIJ6ZJMRAAv0i0Ruvq96xJDmks","Tempat Parkir"
"ONYX PARK RESORT Ubud",,,,"Kabupaten Gianyar","Bali","ID","https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D133289455%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud&query_place_id=ChIJAXF9I7Mi0i0RwO_oW4kGRYw","Penginapan"
"Swaha Retreat & Eco Park Ubud",,,,"Kabupaten Gianyar","Bali","ID","https://www.decolar.com/hoteis/h-6424686","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20%26%20Eco%20Park%20Ubud&query_place_id=ChIJIZSKYUwf0i0RkxbtgyDnpBY","Penginapan"
"Mountain Home",,,"R3GW+JCM","Kabupaten Buleleng","Bali","ID",,"","Pembangunan Perumahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mountain%20Home&query_place_id=ChIJ2YgLKACP0S0RDGrohGINbjE","Pembangunan Perumahan"
"Dewangga Mountain View","4.7","24","Jalan Bunbulan, Banjar Jl. Serongga","Kabupaten Bangli","Bali","ID",,"+62 818-0346-6785","Hostel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dewangga%20Mountain%20View&query_place_id=ChIJCcoCZ5Dx0S0RmOCPNr4_j0Y","Hostel"
"Pulak Mountain","5","1","QCJ7+3H6","Kabupaten Bangli","Bali","ID",,"+62 819-9428-8432","Penyelenggara aktivitas luar ruangan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pulak%20Mountain&query_place_id=ChIJmwSkupvx0S0R04G-hFatZ34","Penyelenggara aktivitas luar ruangan"
"Mountains and Ocean View Villa",,,,"Kabupaten Buleleng","Bali","ID","https://br.bluepillow.com/search/61828a009e3163a56a26e45f?dest=ago&cat=Vacation+rental+(other)&lat=-8.12907&lng=115.36177&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mountains%20and%20Ocean%20View%20Villa&query_place_id=ChIJZ3EQM8Tt0S0RLr4fn7X8k8o","Penginapan"
"Village park",,,"HGG3+P55, Br.dinas Karangsari tengah","Kabupaten Karangasem","Bali","ID",,"","Pembangunan Perumahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Village%20park&query_place_id=ChIJaT7yPQAF0i0RFQg7_arTEZ8","Pembangunan Perumahan"
"Pemuteran Park Transport","5","2","VM2F+45G, Jl. Singaraja-Gilimanuk","Kabupaten Buleleng","Bali","ID",,"+62 362 3437309","Layanan Pendamping & Transportasi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pemuteran%20Park%20Transport&query_place_id=ChIJxSyZaqFv0S0Rq_dF6c13Sz4","Layanan Pendamping & Transportasi"
"Swaha Retreat & Eco Park Ubud","4.15","12",,"Kabupaten Gianyar","Bali","ID",,"","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20%26%20Eco%20Park%20Ubud&query_place_id=ChIJIZSKYUwf0i0Ry41rLtrAS5Y","Penginapan"
"Swaha Retreat & Eco Park Ubud",,,,"Kabupaten Gianyar","Bali","ID","https://www.trip.com/hotels/detail/?hotelid=99441284&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite","","Vila","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20%26%20Eco%20Park%20Ubud&query_place_id=ChIJpz5yY0wf0i0RZGTmJOF9jEw","Vila"
"Ducks Marine Park",,,"FCX6+CQG","Kabupaten Klungkung","Bali","ID",,"","Kebun Binatang",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ducks%20Marine%20Park&query_place_id=ChIJn94EB6kR0i0R_BUbLMGEr7U","Kebun Binatang"
"Swaha Retreat Eco Park Ubud - Tent","4","8",,"Kabupaten Gianyar","Bali","ID","https://www.freecancellations.com/search/F2giQ1NSGHYAXFIBVVhYTQ8KVxxgR1NE?lat=-8.39887&lng=115.30078&language=de","","Rental Akomodasi","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20Eco%20Park%20Ubud%20-%20Tent&query_place_id=ChIJSUssZUwf0i0RyAj5psnDHCI","Rental Akomodasi"
"Eco Park Pelaga Glemping",,,,"Kabupaten Badung","Bali","ID","https://www.zenhotels.com/go/rooms/10661926/?partner_slug=google.affiliate.d21a&utm_medium=cpc-metasearch&utm_source=google_vr","","Rental Akomodasi","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eco%20Park%20Pelaga%20Glemping&query_place_id=ChIJgQIDkZMg0i0RA-2GIXet8YI","Rental Akomodasi"
"Swaha Retreat Eco Park Ubud - Tent","4","8",,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6398ec16c551970d3c7488c0?dest=bkng&cat=House&lat=-8.39887&lng=115.30078&language=pt","","Rumah","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20Eco%20Park%20Ubud%20-%20Tent&query_place_id=ChIJSUssZUwf0i0Rn83T8aD_pxk","Rumah"
"Swaha Retreat Eco Park Ubud - Tent",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/69499ae20c60a53fb7d78925?dest=nuit&cat=Villa&lat=-8.39931&lng=115.30042&language=pt","","Vila","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20Eco%20Park%20Ubud%20-%20Tent&query_place_id=ChIJ342KYUwf0i0R7nf0m-8OYIA","Vila"
"Bali Camps Park - Tent","4.15","8",,"Kabupaten Bangli","Bali","ID","https://br.bluepillow.com/search/6398fb89c551970d3c75f1fd?dest=bkng&cat=House&lat=-8.2316&lng=115.40272&language=pt","","Rumah","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Camps%20Park%20-%20Tent&query_place_id=ChIJraajeDXx0S0RWxJ3XUL2Wc4","Rumah"
"Bali Camps Park - Tent","4.15","8",,"Kabupaten Bangli","Bali","ID","https://www.freecancellations.com/search/F2giQ1NSGyYAXFIBVVhYTQ8KVxxhTVdC?lat=-8.2316&lng=115.40272&language=de","","Rental Akomodasi","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Camps%20Park%20-%20Tent&query_place_id=ChIJraajeDXx0S0R2dLLJzpu2iA","Rental Akomodasi"
"ONYX PARK RESORT Ubud - Studio Sunset Loft",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6949a3055c042e01bacd41cb?dest=bkng&cat=Villa&lat=-8.4838&lng=115.26835&language=pt","","Vila","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud%20-%20Studio%20Sunset%20Loft&query_place_id=ChIJAXF9I7Mi0i0RL_ViDxIXGd8","Vila"
"ATM Maybank Elephant Safari Park","1","1","Jalan Elephant Safari Park Banjar","Kabupaten Gianyar","Bali","ID","https://www.maybank.co.id/","+62 1 500 611","ATM",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ATM%20Maybank%20Elephant%20Safari%20Park&query_place_id=ChIJKeIkt6Mf0i0RMv7ZreDe1p0","ATM"
"BliBli Villa Penestanan Ubud + Private Car Park","4.6","6",,"Kabupaten Gianyar","Bali","ID",,"","Vila","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BliBli%20Villa%20Penestanan%20Ubud%20%2B%20Private%20Car%20Park&query_place_id=ChIJQZu_pSI90i0RBXQnMnULgi0","Vila"
"Megati west park","4.4","7","G22W+2VM, Jl. Mangku Made Sudana I","Kabupaten Tabanan","Bali","ID",,"","Pembangunan Perumahan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Megati%20west%20park&query_place_id=ChIJl3WZPhQv0i0R1VXFpGp-c-k","Pembangunan Perumahan"
"Swaha Retreat & Eco Park Ubud By Zuzu",,,,"Kabupaten Gianyar","Bali","ID","https://www.decolar.com/hoteis/h-6684230","","Vila","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swaha%20Retreat%20%26%20Eco%20Park%20Ubud%20By%20Zuzu&query_place_id=ChIJ8weFYUwf0i0RpqpS8mzwkYo","Vila"
"Sobek Telaga Waja Finish Point Parking","4.3","10","GC76+6PR, Jl. Gg. Besakih","Kabupaten Karangasem","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sobek%20Telaga%20Waja%20Finish%20Point%20Parking&query_place_id=ChIJL2RdUJAQ0i0Rr1icOISrCjg","Tempat Parkir"
"Lingga Mount Batur - Double Room with Park View","2.75","4",,"Kabupaten Bangli","Bali","ID","https://br.bluepillow.com/search/5eb4536867a9d10d04253daf?dest=bkng&cat=House&lat=-8.24335&lng=115.40008&language=pt","","Rumah","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lingga%20Mount%20Batur%20-%20Double%20Room%20with%20Park%20View&query_place_id=ChIJq3RTl7f20S0RYd2fF5E6W5A","Rumah"
"Pengempu Waterfall Parking Area","5","2","G6J2+MHG, Jl. Babakan","Kabupaten Tabanan","Bali","ID",,"","Tempat Parkir Umum",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pengempu%20Waterfall%20Parking%20Area&query_place_id=ChIJNQs9EgAj0i0RkfuzJG68A-U","Tempat Parkir Umum"
"ONYX PARK RESORT Ubud - Studio Submarine Standard",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6949a3055c042e01bacd41cb/1468324603?dest=bkng&cat=Villa&lat=-8.4838&lng=115.26835&language=pt","","Vila","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud%20-%20Studio%20Submarine%20Standard&query_place_id=ChIJAXF9I7Mi0i0R7VCXbB2VATc","Vila"
"Tranquility 4BR Villa In Ubud - 12Min Drive To Elephant Safari Park! W /Pool!",,,,"Kabupaten Gianyar","Bali","ID",,"","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tranquility%204BR%20Villa%20In%20Ubud%20-%2012Min%20Drive%20To%20Elephant%20Safari%20Park!%20W%20%2FPool!&query_place_id=ChIJD6iuBSMi0i0RkdfaRxxYfHA","Penginapan"
"parking of Bubung bali sunrise camp","5","1","Jl.kaldera batur.Br.Alengkong, Ds","Kabupaten Bangli","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=parking%20of%20Bubung%20bali%20sunrise%20camp&query_place_id=ChIJ05F0XKfx0S0RBWDHjx6Z-Jw","Tempat Parkir"
"ONYX PARK RESORT Ubud - Studio Sunset Loft",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6949a3055c042e01bacd41cb/1468324602?dest=bkng&cat=Villa&lat=-8.4838&lng=115.26835&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud%20-%20Studio%20Sunset%20Loft&query_place_id=ChIJAXF9I7Mi0i0RFKIpya-qkkg","Penginapan"
"Empathy school parking lot","4.5","4",,"Kabupaten Gianyar","Bali","ID","http://www.empathy.school/","","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Empathy%20school%20parking%20lot&query_place_id=ChIJndTpNQAX0i0RDJwpddwtbTI","Tempat Parkir"
"Lotus and Seerose Park","5","5","G574+PVP","Kabupaten Tabanan","Bali","ID",,"+62 813-3728-5446","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lotus%20and%20Seerose%20Park&query_place_id=ChIJGeVwVngl0i0RvzJmKU6yUgI","Tempat Parkir"
"ONYX PARK RESORT Ubud - Studio Agung Loft",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6949a3055c042e01bacd41cb/1468324607?dest=bkng&cat=Villa&lat=-8.4838&lng=115.26835&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud%20-%20Studio%20Agung%20Loft&query_place_id=ChIJAXF9I7Mi0i0RFXnopA-qo9U","Penginapan"
"Bali living parking",,,"QC32+RQ6","Kabupaten Bangli","Bali","ID",,"","Tempat Parkir Gratis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20living%20parking&query_place_id=ChIJadIVaAD30S0RCad0po7sb5k","Tempat Parkir Gratis"
"ONYX PARK RESORT Ubud - Sunrise Apartment with balcony",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6949a3055c042e01bacd41cb/1468324606?dest=bkng&cat=Villa&lat=-8.4838&lng=115.26835&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud%20-%20Sunrise%20Apartment%20with%20balcony&query_place_id=ChIJAXF9I7Mi0i0RUh0SpPH0gng","Penginapan"
"ONYX PARK RESORT Ubud - Studio Submarine Deluxe",,,,"Kabupaten Gianyar","Bali","ID","https://br.bluepillow.com/search/6949a3055c042e01bacd41cb/1468324605?dest=bkng&cat=Villa&lat=-8.4838&lng=115.26835&language=pt","","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ONYX%20PARK%20RESORT%20Ubud%20-%20Studio%20Submarine%20Deluxe&query_place_id=ChIJAXF9I7Mi0i0RVsCC8PzsAIA","Penginapan"
"Sukanta Wahyu Sculpture Park","4.9","27","G93F+3QH","Kabupaten Klungkung","Bali","ID","http://www.sukantawahyu.com/","+62 812-3809-775","Museum Patung",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sukanta%20Wahyu%20Sculpture%20Park&query_place_id=ChIJ0eJEZEoX0i0Rb8t71-yE1UA","Museum Patung"
"Moon hill cottages - Double Room with Park View",,,,"Kabupaten Bangli","Bali","ID",,"","Penginapan","Persewaan liburan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Moon%20hill%20cottages%20-%20Double%20Room%20with%20Park%20View&query_place_id=ChIJu7bpREbx0S0RSua5ohKLcOY","Penginapan"
"Parking","5","1","QC42+GF2, Jl. Banjar Dalem","Kabupaten Bangli","Bali","ID",,"","Tempat Parkir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Parking&query_place_id=ChIJz9rxTiH30S0R91mYV_eE5-w","Tempat Parkir"
